source,target,spearman,mi,clinical_prior,weight
0,2,0.2553467633144679,0.03349835040764838,0,0.2553467633144679
2,0,0.2553467633144679,0.03349835040764838,0,0.2553467633144679
0,4,0.07315324642822489,0.0029136270871963537,1,0.7647014892174726
4,0,0.07315324642822489,0.0029136270871963537,1,0.7647014892174726
0,6,0.21387650647833623,0.023079674853955238,0,0.21387650647833623
6,0,0.21387650647833623,0.023079674853955238,0,0.21387650647833623
0,19,0.12819986247939386,0.024786312075591052,0,0.12819986247939386
19,0,0.12819986247939386,0.024786312075591052,0,0.12819986247939386
1,6,0.15887622558443568,0.011580161180046285,1,0.7647014892174726
6,1,0.15887622558443568,0.011580161180046285,1,0.7647014892174726
1,9,0.10489976890914698,0.024785460798369737,0,0.10489976890914698
9,1,0.10489976890914698,0.024785460798369737,0,0.10489976890914698
1,12,0.40436728200410355,0.13151841608726839,1,0.7647014892174726
12,1,0.40436728200410355,0.13151841608726839,1,0.7647014892174726
2,9,0.1549602595238132,0.023960933099901972,0,0.1549602595238132
9,2,0.1549602595238132,0.023960933099901972,0,0.1549602595238132
2,10,0.19663854646371753,0.022821087162857988,0,0.19663854646371753
10,2,0.19663854646371753,0.022821087162857988,0,0.19663854646371753
2,19,0.051814169431539006,0.05617347389493793,0,0.051814169431539006
19,2,0.051814169431539006,0.05617347389493793,0,0.051814169431539006
2,26,0.1702814963221109,0.027505345568814225,0,0.1702814963221109
26,2,0.1702814963221109,0.027505345568814225,0,0.1702814963221109
2,31,0.29004137866987606,0.05268013230705525,0,0.29004137866987606
31,2,0.29004137866987606,0.05268013230705525,0,0.29004137866987606
2,33,0.19750167081476658,0.0265294568522324,0,0.19750167081476658
33,2,0.19750167081476658,0.0265294568522324,0,0.19750167081476658
3,4,0.7806907698859401,0.40829005459323425,1,0.7806907698859401
4,3,0.7806907698859401,0.40829005459323425,1,0.7806907698859401
3,5,0.5281368587074143,0.14882626503699736,1,0.7647014892174726
5,3,0.5281368587074143,0.14882626503699736,1,0.7647014892174726
3,19,0.0949938452830839,0.024129615055984818,0,0.0949938452830839
19,3,0.0949938452830839,0.024129615055984818,0,0.0949938452830839
4,5,0.865560028060552,0.5909576009047698,1,0.865560028060552
5,4,0.865560028060552,0.5909576009047698,1,0.865560028060552
4,19,0.1459644645444222,0.034565086642581025,0,0.1459644645444222
19,4,0.1459644645444222,0.034565086642581025,0,0.1459644645444222
5,19,0.11208873253667875,0.02946723041205397,0,0.11208873253667875
19,5,0.11208873253667875,0.02946723041205397,0,0.11208873253667875
5,27,0.23610762829880638,0.0318568275596628,0,0.23610762829880638
27,5,0.23610762829880638,0.0318568275596628,0,0.23610762829880638
5,28,0.20831177891510336,0.027207977993999537,0,0.20831177891510336
28,5,0.20831177891510336,0.027207977993999537,0,0.20831177891510336
6,9,0.04576052016671919,0.008061577697318488,1,0.7647014892174726
9,6,0.04576052016671919,0.008061577697318488,1,0.7647014892174726
6,11,0.0789400484866844,0.010138603859263486,1,0.7647014892174726
11,6,0.0789400484866844,0.010138603859263486,1,0.7647014892174726
6,19,0.060090794709991444,0.032087298819367484,0,0.060090794709991444
19,6,0.060090794709991444,0.032087298819367484,0,0.060090794709991444
6,33,0.15823466375933828,0.026217131425867776,0,0.15823466375933828
33,6,0.15823466375933828,0.026217131425867776,0,0.15823466375933828
7,8,0.8175299328044628,0.5094079686564487,1,0.8175299328044628
8,7,0.8175299328044628,0.5094079686564487,1,0.8175299328044628
7,10,0.6541925204587871,0.2690277318703908,1,0.7647014892174726
10,7,0.6541925204587871,0.2690277318703908,1,0.7647014892174726
7,11,0.27516081087365946,0.05438593810614367,1,0.7647014892174726
